POSTCODE,ID,NAME,Type,LATITUDE,LONGITUDE
B179DB,M85028,LORDSWOOD HOUSE GROUP MEDICAL PRACTICE,Surgery,52.459054,-1.961221
B179DB,Y06885,OHP LORDSWOOD EXTENDED ACCESS HUB,Surgery,52.459054,-1.961221
B179NN,FW465,SUPERDRUG PHARMACY,Dispensary,52.459076,-1.947283
B179NR,FCG18,BOOTS UK LTD,Dispensary,52.459804,-1.946812
B179QE,FNF93,JHOOTS PHARMACY,Dispensary,52.458708,-1.949756
B184AS,Y00613,HMP BIRMINGHAM,Surgery,52.492487,-1.93851
B184HB,P1LH,LATENITE LIMITED,Pharmacy,52.486907,-1.943598
B184HJ,FW024,DUDLEY ROAD LATE NIGHT PHARMACY,Dispensary,52.486683,-1.944217
B184HL,FLW34,DUDLEY ROAD PHARMACY,Dispensary,52.486277,-1.942009
B186NZ,FJ852,HOCKLEY MEDICAL PRACTICE PHARMACY,Dispensary,52.487193,-1.915848
B186NZ,P3LW,ALDENMAT LIMITED,Pharmacy,52.487193,-1.915848
B187AL,Y06379,SUMMERFIELD URGENT CARE CENTRE WIC,Surgery,52.487686,-1.937353
B187AL,FK284,LLOYDSPHARMACY,Dispensary,52.487686,-1.937353
B187AL,Y06378,HEATH STREET HEALTH CENTRE,Surgery,52.487686,-1.937353
B187AL,Y04752,AQP ANTICOAG SUMMERFIELD PCC,Surgery,52.487686,-1.937353
B187AL,M85642,CAVENDISH MEDICAL PRACTICE,Surgery,52.487686,-1.937353
B187AL,M85686,DR KULSHRESTHA FAMILY PRACTICE,Surgery,52.487686,-1.937353
B187AL,Y00492,SUMMERFIELD GROUP PRACTICE,Surgery,52.487686,-1.937353
B187BA,FMQ34,R & R PHARMACY,Dispensary,52.482797,-1.924093
B187BA,Y00471,BROADWAY HEALTH CENTRE,Surgery,52.482797,-1.924093
B187BA,Y06795,URBAN HEALTH GP HUB,Surgery,52.482797,-1.924093
B187EE,Y03002,COMMUNITY DIABETES CLINIC,Surgery,52.489186,-1.93389
B187NZ,FFT99,TESCO INSTORE PHARMACY,Dispensary,52.486742,-1.921303
B187QH,Y03166,COMMUNITY PAIN MANAGEMENT CLINIC,Surgery,52.488627,-1.932507
B187QH,Y04767,AQP ANTICOAG BIRMINGHAM CITY HOSPITAL,Surgery,52.488627,-1.932507
B191BP,FEF58,LLOYDSPHARMACY,Dispensary,52.501149,-1.920344
B191BP,Y07031,MODALITY COMMUNITY SERVICES,Surgery,52.501149,-1.920344
B191BP,M85178,MODALITY ENKI MEDICAL PRACTICE,Surgery,52.501149,-1.920344
B191HJ,FG666,CO-CHEM PHARMACY,Dispensary,52.505352,-1.910677
B191HL,M85634,HEATHFIELD FAMILY CENTRE,Surgery,52.506341,-1.910086
B191HL,FWH99,HEATHFIELD PHARMACY,Dispensary,52.506341,-1.910086
B191HS,M85154,FINCH ROAD PRIMARY CARE CENTRE,Surgery,52.50377,-1.910474
B191HS,FN006,RANA DISPENSING CHEMIST,Dispensary,52.50377,-1.910474
B191LH,P66E,MIRAGE PHARMACY LTD,Pharmacy,52.505741,-1.901748
B191LH,FRG16,PIKE PHARMACY,Dispensary,52.505741,-1.901748
B191LL,FVA95,XTREME PHARMACY,Dispensary,52.50736,-1.902525
B191LL,P4W9,MR SARFRAIZ HUSSAIN,Pharmacy,52.50736,-1.902525
B191LL,P568,PARADE PHARMACY LTD,Pharmacy,52.50736,-1.902525
B191SU,FP234,ZENITH PHARMACY,Dispensary,52.503446,-1.89947
B191SU,P3H9,SIX WAYS BIRMINGHAM LTD,Pharmacy,52.503446,-1.89947
B191TT,M85701,BURBURY MEDICAL CENTRE,Surgery,52.502215,-1.910374
B192ER,P5AD,MI HURCOMB,Pharmacy,52.497661,-1.904123
B192ET,M85020,RAYDOCS NEWTOWN,Surgery,52.500938,-1.903168
B192ET,FA297,HURCOMB PHARMACY,Dispensary,52.500938,-1.903168
B192JA,Y05865,ICOF EXTENDED ACCESS SERVICE,Surgery,52.497976,-1.904505
B192SX,P3PN,TRI HEALTHCARE (UK) LIMITED,Pharmacy,52.502861,-1.909518
B192SX,FEQ40,AL-SHIFA PHARMACY,Dispensary,52.502861,-1.909518
B192TJ,Y07213,PES @ GALLERY OPTICIANS BCWB CCG,Surgery,52.502497,-1.903523
B192TP,FFT69,CALSTAR PHARMACY,Dispensary,52.503112,-1.908324
B192TP,P462,CALSTAR PHARMACY,Pharmacy,52.503112,-1.908324
B192TR,P423,RANA DISPENSING CHEMIST,Pharmacy,52.50303,-1.906586
B192TR,P1HW,LOZELLS HEALTH LTD,Pharmacy,52.50303,-1.906586
B192TR,FRW73,CHEMIPHARM,Dispensary,52.50303,-1.906586
B202ES,P41Y,BAILEYS CHEMIST,Pharmacy,52.513033,-1.928196
B202ES,M85002,HANDSWORTH WOOD MED.CTR.,Surgery,52.513033,-1.928196
B202ES,FEQ05,WELL HANDSWORTH WOOD - CHURCH LANE,Dispensary,52.513033,-1.928196
B202JU,P549,WARDS CHEMIST LTD,Pharmacy,52.521516,-1.923761
B202JU,FT515,WARDS CHEMISTS,Dispensary,52.521516,-1.923761
B202NR,M85145,THE SLIEVE SURGERY,Surgery,52.520008,-1.927168
B202NR,Y05847,NEW PROVIDERS FOR HEALTH,Surgery,52.520008,-1.927168
B202QL,FLH09,RX PHARMACY,Dispensary,52.515187,-1.902945
B202QL,P1G4,RX HEALTHCARE LTD,Pharmacy,52.515187,-1.902945
B202QR,FK725,HEALTHSTOP PHARMACY,Dispensary,52.504501,-1.918982
B202QR,M85009,HAMSTEAD ROAD SURGERY,Surgery,52.504501,-1.918982
B202QR,P83Y,HEALTHSTOP PHARMACY,Pharmacy,52.504501,-1.918982
B203HY,FAM20,HEALTH PLUS PHARMACY,Dispensary,52.514057,-1.891857
B203HY,P27X,ASHQUIX LTD,Pharmacy,52.514057,-1.891857
B203PS,FM828,QUICK MEDS,Dispensary,52.512211,-1.910295
B203PS,P4WW,APOTHECARE GROUP LIMITED,Pharmacy,52.512211,-1.910295
B203PX,P6A3,MAXSEL LTD,Pharmacy,52.508156,-1.909566
B210HH,FM674,LLOYDSPHARMACY,Dispensary,52.50685,-1.950114
B210HL,M85721,HOLYHEAD PRIMARY HEALTH CARE CENTRE,Surgery,52.505698,-1.948304
B210RH,P12D,F.M. RAJA PHARMACY,Pharmacy,52.500615,-1.939928
B219LN,FPL21,MARKS CHEMIST,Dispensary,52.503035,-1.932126
B219LN,P07G,RAHANU LTD,Pharmacy,52.503035,-1.932126
B219LR,P3T8,HARWOOD LIMITED,Pharmacy,52.503669,-1.935533
B219NA,FF150,CLICK4PRESCRIPTIONS,Dispensary,52.504544,-1.940025
B219NA,P4FG,SLK MEDICAL LTD,Pharmacy,52.504544,-1.940025
B219NA,P3T0,NORTON HILL PHARMACIES LIMITED,Pharmacy,52.504544,-1.940025
B219NH,FM213,CLICK4PRESCRIPTIONS,Dispensary,52.505414,-1.94158
B219NH,P538,FARLAM LTD,Pharmacy,52.505414,-1.94158
B219NH,M85082,HANDSWORTH MEDICAL PRACT.,Surgery,52.505414,-1.94158
B219PP,FT325,GILL PHARMACY,Dispensary,52.514307,-1.939629
B219PP,P769,HG LTD,Pharmacy,52.514307,-1.939629
B219RY,Y00412,SOHO HEALTH CENTRE,Surgery,52.503094,-1.934945
B219RY,M85757,SOHO ROAD HEALTH CENTRE,Surgery,52.503094,-1.934945
B219RY,P4D8,SOHO ENTERPRISES (UK) LTD,Pharmacy,52.503094,-1.934945
B219RY,M85176,KIRPAL MEDICAL PRACTICE,Surgery,52.503094,-1.934945
B219RY,M85715,SOHO ROAD PRIMARY CARE CENTRE,Surgery,52.503094,-1.934945
B219RY,P1LD,BLUECROSS PHARMACY LTD,Pharmacy,52.503094,-1.934945
B219RY,FJ811,SOHO PHARMACY,Dispensary,52.503094,-1.934945
B219SA,P35Y,DEU-CHEM LTD,Pharmacy,52.50355,-1.936618
B219SA,FH800,DEU-CHEM LTD,Dispensary,52.50355,-1.936618
B219SN,FEG72,NISHKAM PHARMACY,Dispensary,52.500975,-1.92471
B219SN,P1X9,MR AMEEK SINGH BHOGAL,Pharmacy,52.500975,-1.92471
B219ST,P86K,R S PHARMACY,Pharmacy,52.502264,-1.930158
B235BX,Y02403,PERRY TREE CENTRE,Surgery,52.540096,-1.869352
B235DD,FXT87,LODGE PHARMACY,Dispensary,52.535155,-1.864605
B235DD,Y04740,AQP ANTICOAG THE DOVE MEDICAL CENTRE,Surgery,52.535155,-1.864605
B235DD,M85081,THE DOVE MEDICAL PRACTICE,Surgery,52.535155,-1.864605
B235DD,Y04741,AQP ANTICOAG SOUTH DOC THE DOVE MC,Surgery,52.535155,-1.864605
B235TJ,M85115,SUTTON ROAD SURGERY,Surgery,52.534308,-1.828592
B236DJ,FM501,LLOYDSPHARMACY,Dispensary,52.523882,-1.857329
B236DJ,M85716,DR KHUROO'S PRACTICE,Surgery,52.523882,-1.857329
B236DJ,Y06176,AQP ANTICOAG STOCKLAND GREEN,Surgery,52.523882,-1.857329
B236DJ,M85669,TUDOR PRACTICE STOCKLAND GREEN,Surgery,52.523882,-1.857329
B236DJ,M85070,RESERVOIR ROAD SURGERY,Surgery,52.523882,-1.857329
B236RH,FTN49,LLOYDSPHARMACY,Dispensary,52.526594,-1.836663
B236RS,FRN48,SUPERDRUG PHARMACY,Dispensary,52.523397,-1.838857
B236SA,FNE59,BOOTS PHARMACY,Dispensary,52.524718,-1.838262
B236SJ,Y03034,ERDINGTON GP HEALTH & WELLBEING WIC,Surgery,52.522486,-1.840871
B236SJ,Y03007,ERDINGTON GP HEALTH & WELLBEING WIC,Surgery,52.522486,-1.840871
B236SS,FXV89,ERDINGTON DAY NIGHT CHEMIST,Dispensary,52.522739,-1.841887
B236UE,P0HG,PASAB LTD,Pharmacy,52.527931,-1.840889
B236UE,P2CF,ER & P SUMMERFIELD LTD,Pharmacy,52.527931,-1.840889
B237AB,FHF15,BUCHAN'S CHEMIST,Dispensary,52.532754,-1.863507
B237AL,P44R,ND CHEMISTS LTD,Pharmacy,52.530806,-1.858869
B237JG,P3LH,ADIBA BIBI LTD,Pharmacy,52.52416,-1.858988
B237JX,P3WC,MB HEALTH LIMITED,Pharmacy,52.518259,-1.85631
B237JX,FXW77,SUMMERHILL SERVICES LIMITED,Dispensary,52.518259,-1.85631
B237JX,P4XK,SUMMERHILL SERVICES LIMITED,Pharmacy,52.518259,-1.85631
B240DF,Y03835,JOHN TAYLOR HOSPICE,Surgery,52.527352,-1.823564
B240PP,FFH58,PRINJA PHARMACY,Dispensary,52.522063,-1.804764
B240PP,P9A4,PRINJA PHARMACIST,Pharmacy,52.522063,-1.804764
B240SY,FA760,PRINJA PHARMACY,Dispensary,52.519802,-1.81313
B240SY,M85063,MIDLANDS MEDICAL PARTNERSHIP,Surgery,52.519802,-1.81313
B240SY,P6CX,PRINJA PHARMACY,Pharmacy,52.519802,-1.81313
B248EH,P2RG,EVERGREEN LOCUMS LTD,Pharmacy,52.509626,-1.837632
B248EH,P389,WHEELWRIGHT PHARMACY,Pharmacy,52.509626,-1.837632
B248EH,P1KL,DPHARM LTD,Pharmacy,52.509626,-1.837632
B248EH,FQR36,YOUR LOCAL PHARMACY,Dispensary,52.509626,-1.837632
B248NT,FKD45,WOOD END PHARMACY,Dispensary,52.518145,-1.841565
B248NT,P62A,WOODEND PHARMACY,Pharmacy,52.518145,-1.841565
B248RD,M85014,KINGSBURY ROAD MEDICAL CENTRE,Surgery,52.515318,-1.838716
B248RD,FR571,MW PHILLIPS (SUTTON COLDFIELD) LTD,Dispensary,52.515318,-1.838716
B248RD,P6CG,MW PHILLIPS (SUTTON COLDFIELD),Pharmacy,52.515318,-1.838716
B249JN,FMT83,JHOOTS PHARMACY,Dispensary,52.528641,-1.832005
B249JN,M85065,DR SN CLAY AND PARTNERS,Surgery,52.528641,-1.832005
B249JN,Y06149,SUTTON COLLABORATIVE EXTENDED ACCESS HUB,Surgery,52.528641,-1.832005
B249QS,FVY09,BOOTS UK LTD,Dispensary,52.511217,-1.825087
B24BE,FEK11,BOOTS UK LTD,Dispensary,52.495953,-1.894214
B24HQ,FVJ51,BOOTS PHARMACY,Dispensary,52.479045,-1.900345
B24UH,M85778,HALCYON MEDICAL,Surgery,52.480596,-1.895747
B258AA,M85011,THE SWAN MEDICAL CENTRE,Surgery,52.462579,-1.817596
B258AA,P71C,FLINTLOW LIMITED,Pharmacy,52.462579,-1.817596
B258AA,FD274,YARDLEY PHARMACY,Dispensary,52.462579,-1.817596
B258AB,Y01710,COMMUNITY GPWSI ENT,Surgery,52.462912,-1.817654
B258BY,M85094,YARDLEY MEDICAL CENTRE,Surgery,52.463189,-1.828397
B258EP,P4DE,NATIONWIDE CARE SERVICES LTD,Pharmacy,52.458746,-1.827237
B258EP,FFW82,NATIONWIDE CARE PHARMACY,Dispensary,52.458746,-1.827237
B258RE,FF210,BOOTS UK LTD,Dispensary,52.468687,-1.810441
B258UP,FVK08,CHEMYCARE,Dispensary,52.46586,-1.811666
B258UP,FTK23,SHAREEF PHARMACY,Dispensary,52.46586,-1.811666
B258UP,O9F6M,CHEMICARE (MOSELEY) LTD,Pharmacy,52.46586,-1.811666
B261AD,P725,SHAREEF PHARMACY,Pharmacy,52.462551,-1.813087
B261AD,FTT74,TESO INSTORE PHARMACY,Dispensary,52.462551,-1.813087
B261AT,M85171,ROWLANDS ROAD SURGERY,Surgery,52.463271,-1.806157
B261PB,FPE34,MANOR PHARMACY,Dispensary,52.460429,-1.802014
B261PE,M89009,MANOR HOUSE LANE SURGERY,Surgery,52.461306,-1.802707
B261TH,Y00828,COMMUNITY ENT CLINIC,Surgery,52.46484,-1.809094
B262DD,FVW90,PAN PHARMACY,Dispensary,52.474376,-1.793309
B262DU,M85805,ANN MARIE HOWES CENTRE,Surgery,52.464805,-1.778538
B262JN,FTQ27,PAN PHARMACY,Dispensary,52.46757,-1.79136
B262SB,M85694,GARRETTS GREEN LANE SURGERY,Surgery,52.468447,-1.788691
B262TY,M85717,DOWNSFIELD MEDICAL CENTRE,Surgery,52.466938,-1.77969
B263DN,FMP50,PAN PHARMACY,Dispensary,52.458573,-1.782248
B263JB,FEG78,LLOYDSPHARMACY,Dispensary,52.452904,-1.784292
B263JH,FVK42,LLOYDSPHARMACY,Dispensary,52.451868,-1.780303
B263JS,M89021,COVENTRY ROAD PRACTICE,Surgery,52.451842,-1.77583
B263SE,M85097,CRANES PARK ROAD SURGERY,Surgery,52.456329,-1.779463
B263TP,M85048,CHURCH ROAD SURGERY,Surgery,52.458867,-1.78076
B263TT,M85770,THE SHELDON MEDICAL CENTRE,Surgery,52.460467,-1.777582
B263YH,P4C7,R PANESAR,Pharmacy,52.463435,-1.776572
B263YH,FXR74,PAN PHARMACY,Dispensary,52.463435,-1.776572
B263YH,P0MX,PAN HEALTHCARE LIMITED,Pharmacy,52.463435,-1.776572
B276BH,FP394,BOOTS UK LTD,Dispensary,52.446599,-1.822468
B276BP,FEG12,LLOYDSPHARMACY,Dispensary,52.446377,-1.818467
B276HG,P11X,ALLSOP & BURLEY CHEMISTS LTD,Pharmacy,52.451343,-1.818717
B276QJ,FM776,JHOOTS PHARMACY,Dispensary,52.44948,-1.829319
B276QJ,M85736,ACOCKS GREEN MEDICAL CENTRE,Surgery,52.44948,-1.829319
B276QT,FGG94,VILLAGE GREEN PHARMACY,Dispensary,52.44754,-1.826157
B276QT,P3PP,ATN SERVICES AND PRODUCTS LIMITED,Pharmacy,52.44754,-1.826157
B277AJ,FGJ80,GOSPEL LANE PHARMACY,Dispensary,52.43381,-1.816509
B277AJ,P644,DALTON PHARMACIES LTD,Pharmacy,52.43381,-1.816509
B277AJ,P3PX,PENTHEALTH LIMITED,Pharmacy,52.43381,-1.816509
B277AL,M85177,SWANSWELL MEDICAL CENTRE,Surgery,52.432515,-1.816529
B277RR,FL174,WELL ACOCKS GREEN - OLTON BOULEVARD EAST,Dispensary,52.443587,-1.834411
B277XZ,M85105,VICTORIA ROAD SURGERY,Surgery,52.44445,-1.819643
B280BX,P393,D.W. MARKS PHARMACY,Pharmacy,52.421961,-1.856099
B280BX,FR246,HIGHFIELD ROAD PHARMACY,Dispensary,52.421961,-1.856099
B280RF,M85118,BALDWINS LANE SURGERY,Surgery,52.41452,-1.846222
B280XB,P2QH,KAVA (UK) LTD,Pharmacy,52.414143,-1.84426
B280XB,P0N0,GJ HEALTHCARE LIMITED,Pharmacy,52.414143,-1.84426
B280XB,FCP42,NEWBOROUGH PHARMACY,Dispensary,52.414143,-1.84426
B280XB,P645,NEWBOROUGH PHARMACY,Pharmacy,52.414143,-1.84426
B288AD,FQ644,HALL GREEN PHARMACY,Dispensary,52.439991,-1.848209
B288AD,P0VD,MR S SARWAR,Pharmacy,52.439991,-1.848209
B288BG,FKA19,WELL HALL GREEN - STRATFORD ROAD HC,Dispensary,52.440931,-1.849712
B288BG,Y00159,HALL GREEN HEALTH,Surgery,52.440931,-1.849712
B288BG,Y04732,AQP ANTICOAG HALL GREEN HEALTH,Surgery,52.440931,-1.849712
B288PA,FGF98,JHOOTS PHARMACY,Dispensary,52.432822,-1.835649
B289ET,P1PQ,SHAHID IQBAL,Pharmacy,52.421678,-1.83461
B289ET,FX123,ROBIN HOOD PHARMACY,Dispensary,52.421678,-1.83461
B289HW,P41Q,LINTHORNS LTD,Pharmacy,52.427338,-1.842287
B289JA,FK423,JHOOTS PHARMACY,Dispensary,52.421162,-1.835854
B294HH,FDX11,ASTON CHEMIST LTD,Dispensary,52.426433,-1.973896
B294HH,M85062,SHENLEY GREEN SURGERY,Surgery,52.426433,-1.973896
B294HH,P314,ASTON CHEMIST LTD,Pharmacy,52.426433,-1.973896
B295HA,M85056,WEOLEY PARK SURGERY,Surgery,52.438088,-1.956826
B295PT,P12L,CHEERCORP LTD,Pharmacy,52.437184,-1.968389
B295PT,FRF17,KINGS PHARMACY,Dispensary,52.437184,-1.968389
B295PT,FQ534,CASTLE CHEMIST,Dispensary,52.437184,-1.968389
B295QD,M85023,MILLENNIUM MEDICAL CENTRE,Surgery,52.437633,-1.966947
B295QH,FNA47,LLOYDSPHARMACY,Dispensary,52.438047,-1.970977
B296BD,FJ701,JHOOTS PHARMACY,Dispensary,52.446191,-1.931065
B296BE,P4JM,ONE STOP HEATHCARE LIMITED,Pharmacy,52.445377,-1.933602
B296BE,FWV41,OAKS PHARMACY,Dispensary,52.445377,-1.933602
B296HQ,FML46,JHOOTS PHARMACY,Dispensary,52.437939,-1.927891
B296JA,Y04249,WEST MIDLANDS REHABILITATION CENTRE,Surgery,52.436372,-1.938852
B296JB,Y06146,ADHD SPECIALIST NURSING TEAM,Surgery,52.436162,-1.938141
B296JD,Y02440,ANTICOAG SERVICE UHB,Surgery,52.43665,-1.937514
B296JE,P67L,MEDIPHARMA CHEMIST,Pharmacy,52.438787,-1.939667
B296JE,FDQ04,MEDIPHARMA CHEMIST,Dispensary,52.438787,-1.939667
B296JG,M85055,SELLY OAK HEALTH CENTRE,Surgery,52.438251,-1.939144
B296JG,Y03623,SOUTH DOC SERVICES,Surgery,52.438251,-1.939144
B296JG,Y02439,ANTICOAG SERVICE SOUTH DOC,Surgery,52.438251,-1.939144
B296JG,Y02615,SOUTH BIRMINGHAM GP WALK IN CENTRE,Surgery,52.438251,-1.939144
B296JG,Y03361,PRIMECARE (S. BIRMINGHAM) OOH,Surgery,52.438251,-1.939144
B296SN,P4M3,MAVERICK HEALTHCARE LIMITED,Pharmacy,52.442421,-1.942413
B296SN,FP872,MAVERICK PHARMACY,Dispensary,52.442421,-1.942413
B297BL,M85782,UNIVERSITY SOUTHGATE PRACTICE,Surgery,52.446359,-1.927342
B297DA,Y06141,BIRMINGHAM ST MARY'S HOSPICE,Surgery,52.439458,-1.926741
B297DA,Y06884,ST MARYS HOSPICE - SWB COMMUNITY TEAM,Surgery,52.439458,-1.926741
B297DU,M85041,BOURNBROOK VARSITY MEDICAL CENTRE,Surgery,52.445713,-1.929903
B297LS,P38J,R. E. NOBLE,Pharmacy,52.440565,-1.915353
B297LS,FT127,JHOOTS PHARMACY,Dispensary,52.440565,-1.915353
B297NT,M85042,SELLY PARK SURGERY,Surgery,52.444045,-1.916435
B301BY,M85077,NORTHWOOD MEDICAL CENTRE,Surgery,52.415485,-1.932971
B301JA,FLL07,EVERGREEN PHARMACY LTD,Dispensary,52.416523,-1.93014
B301QN,Y04878,CGL BIRMINGHAM SOUTH,Surgery,52.426513,-1.952375
B302AA,P39W,BOURNVILLE PHARMACY,Pharmacy,52.431128,-1.933138
B302AA,FKR26,BOURNVILLE PHARMACY,Dispensary,52.431128,-1.933138
B302AA,M85671,BOURNVILLE SURGERY,Surgery,52.431128,-1.933138
B302JH,P53C,A-Z CHEMIST,Pharmacy,52.424028,-1.921841
B302NT,P3MY,STRETONETTE LIMITED,Pharmacy,52.425439,-1.921676
B302NW,FXR61,ASHTREE PHARMACY,Dispensary,52.424243,-1.921399
B302SH,Y02438,ANTICOAG SERVICE RIVERBROOK,Surgery,52.43303,-1.913809
B302SH,M85156,RIVER BROOK MEDICAL CENTRE,Surgery,52.43303,-1.913809
B302XR,A99911,ST ANDREW'S BIRMINGHAM BOWEL CANCER SCREENING,Surgery,52.436106,-1.915965
B303DJ,P4WM,GOSRANI SERVICES LTD,Pharmacy,52.416427,-1.929029
B303DJ,FMK97,COTTERIDGE PHARMACY,Dispensary,52.416427,-1.929029
B303EE,P0EL,17TH CENTURY HEALTH FOODS LTD,Pharmacy,52.415912,-1.931258
B303EE,FDX63,KING'S PHARMACY & OPTICIANS,Dispensary,52.415912,-1.931258
B303ES,Y04643,INCLUSION CDT KINGS NORTON,Surgery,52.413227,-1.930049
B303QG,FM748,YOUR LOCAL BOOTS PHARMACY,Dispensary,52.411261,-1.908162
B303QT,M85142,KEYNELL COVERT,Surgery,52.408441,-1.911857
B303QY,Y04221,LEARNING DISABILITIES SERVICE,Surgery,52.412409,-1.904396
B311DJ,Y04931,ANTICOAGULATION SERVICE - GR PHARMACY,Surgery,52.430315,-1.983963
B311DJ,Y02431,ANTICOAG SERVICE GR PHARMACY,Surgery,52.430315,-1.983963
B311DJ,FDG00,G R PHARMACY,Dispensary,52.430315,-1.983963
B311DJ,P34N,G. RATCLIFFE GKR LTD,Pharmacy,52.430315,-1.983963
B311QT,P9CJ,ROYSTON HALL LTD,Pharmacy,52.41276,-1.975786
B311QT,FVX64,KNIGHTS ROYSTON HALL PHARMACY,Dispensary,52.41276,-1.975786
B311QT,M85030,ST HELIERS MEDICAL PRACTICE,Surgery,52.41276,-1.975786
B311TR,M85730,LEY HILL SURGERY,Surgery,52.421346,-1.983266
B312AP,Y06886,OHP ROH EXTENDED ACCESS HUB,Surgery,52.420088,-1.96116
B312GH,M85029,COLLEGE GREEN MEDICAL PRACTICE,Surgery,52.430082,-1.952945
B312HZ,M85047,WOODLAND ROAD SURGERY,Surgery,52.410221,-1.962175
B312JR,P2D4,MR KEHINDE PITAN,Pharmacy,52.418367,-1.965902
B312JR,FXD49,PITMAN PHARMACY,Dispensary,52.418367,-1.965902
B312JU,FW167,SUPERDRUG PHARMACY,Dispensary,52.416839,-1.967991
B312PA,P2KM,CLOCK PHARMACY LIMITED,Pharmacy,52.413469,-1.972596
B312PA,FAW10,CLOCK PHARMACY,Dispensary,52.413469,-1.972596
B312PA,P742,KNIGHTS PHARMACY,Pharmacy,52.413469,-1.972596
B313AU,P161,MH GILL LTD,Pharmacy,52.409164,-1.949445
B313AU,FEM51,LLOYDSPHARMACY,Dispensary,52.409164,-1.949445
B313EH,Y04642,INCLUSION CDT WYCHALL LANE,Surgery,52.407183,-1.950116
B313HB,Y04739,AQP ANTICOAG SOUTH DOC,Surgery,52.401797,-1.96202
B313HB,Y05617,GP ED SERVICE,Surgery,52.401797,-1.96202
B313HB,M85007,WEST HEATH SURGERY,Surgery,52.401797,-1.96202
B313HB,Y06528,SOUTH DOC VIRTUAL SERVICES,Surgery,52.401797,-1.96202
B313JP,FPF33,BOOTS UK LTD,Dispensary,52.398641,-1.960818
B313JW,FCH29,KNIGHTS WEST HEATH PHARMACY,Dispensary,52.398045,-1.960928
B313UD,FHK79,YOUR LOCAL BOOTS PHARMACY,Dispensary,52.408612,-1.962544
B313UD,P07H,BRIGHTS CHEMISTS LTD,Pharmacy,52.408612,-1.962544
B314LJ,FX156,KNIGHTS LONGBRIDGE PHARMACY,Dispensary,52.395122,-1.97947
B314TU,M85086,COFTON MEDICAL CENTRE,Surgery,52.392745,-1.966804
B315AA,FD538,LLOYDSPHARMACY,Dispensary,52.412651,-1.97439
B315ER,M85076,HOLLYMOOR MEDICAL CENTRE,Surgery,52.403979,-1.998824
B315ER,FXR57,HINGLEY CHEMIST,Dispensary,52.403979,-1.998824
B321JP,FMQ25,LLOYDSPHARMACY,Dispensary,52.456822,-1.991774
B321RJ,FYA78,RAJJA CHEMIST,Dispensary,52.455734,-2.002899
B322AD,P2WF,MR K SARWAR,Pharmacy,52.464697,-1.989255
B322BX,FD522,SELCROFT PHARMACY,Dispensary,52.455846,-1.978391
B322TJ,FWG91,RIDGACRE HSE PHARMACY,Dispensary,52.460912,-1.99011
B322TJ,Y04749,AQP ANTICOAG RIDGACRE MEDICAL CENTRE,Surgery,52.460912,-1.99011
B322TJ,Y00919,B.D.I.P.RIDGACRE,Surgery,52.460912,-1.99011
B322TJ,Y02437,ANTICOAG SERVICE RIDGACRE,Surgery,52.460912,-1.99011
B322TJ,M85172,RIDGACRE HOUSE SURGERY,Surgery,52.460912,-1.99011
B323DD,P2AE,AU KHAN,Pharmacy,52.442078,-1.993924
B323JL,P93X,VILLAGE PHARMACY,Pharmacy,52.434599,-1.996911
B323LA,FJ513,KNIGHTS JIGGINS LANE PHARMACY,Dispensary,52.43592,-1.99544
B323LE,M85143,JIGGINS LANE MEDICAL CENTRE,Surgery,52.436801,-1.995411
B323LE,Y04748,AQP ANTICOAG SOUTH DOC JIGGINS LANE SURG,Surgery,52.436801,-1.995411
B323PR,Y04747,AQP ANTICOAG SOUTH DOC BARTLEY GREEN MP,Surgery,52.436235,-2.003045
B323PR,Y01146,BARTLEY GREEN MEDICAL CENTRE,Surgery,52.436235,-2.003045
B323PR,M85117,BARTLEY GREEN MEDICAL PRACTICE,Surgery,52.436235,-2.003045
B323SD,M85035,WOODGATE VALLEY HEALTH CENTRE,Surgery,52.442663,-1.991423
B323SD,FCX95,YOUR LOCAL BOOTS PHARMACY,Dispensary,52.442663,-1.991423
B324HD,P1GX,JKB HEALTHCARE LTD,Pharmacy,52.433493,-2.005236
B324HD,FF431,KNIGHTS BARTLEY GREEN PHARMACY,Dispensary,52.433493,-2.005236
B324HD,P84T,TURNERS PHARMACY,Pharmacy,52.433493,-2.005236
B330AP,U3K4R,SAINI HEALTHCARE LIMITED,Pharmacy,52.48126,-1.770975
B330AP,FQH93,SAINI PHARMACY,Dispensary,52.48126,-1.770975
B330HS,FYL76,LLOYDSPHARMACY,Dispensary,52.47316,-1.761624
B330SA,M85746,MIRFIELD SURGERY,Surgery,52.469072,-1.776956
B338BA,FV301,CHEMYCARE,Dispensary,52.48427,-1.81035
B338BA,P4WY,CHEMICARE STECHFORD LTD,Pharmacy,52.48427,-1.81035
B338NF,P6CJ,POOLWAY LTD,Pharmacy,52.476911,-1.788453
B338QB,P2PK,HEALTHCARE ENTERPRISES LTD,Pharmacy,52.477852,-1.813391
B338QF,FDG60,A+ PHARMACY,Dispensary,52.47744,-1.814276
B338TA,Y04206,EAST BIRMINGHAM LCN FLEX PILOT,Surgery,52.478024,-1.817518
B338TA,Y02893,"IRIDIUM MEDICAL PRACTICE, RICHMOND PCC",Surgery,52.478024,-1.817518
B338TA,Y06888,IRIDIUM EXTENDED ACCESS HUB,Surgery,52.478024,-1.817518
